headline,publication_date,section_name
"How low will house prices go? Lessons from UK, US, Europe and elsewhere",2023-02-25T07:00:47Z,Money
Bum steer: Australia’s best and worst toilet papers assessed by Choice tests,2023-04-03T03:20:29Z,Money
UK petrol and diesel retailers accused of not passing on falling oil prices to drivers,2023-01-06T06:01:41Z,Money
Why are UK energy bills going up and what help will you get?,2023-02-27T09:17:02Z,Money
Do the low-cost cleaning tips of yesteryear still cut it today?,2023-02-18T08:00:34Z,Money
UK car insurance: insider tips on how to save money,2023-07-22T10:00:10Z,Money
"UK energy bills to fall to about £2,200 from July as wholesale gas costs drop",2023-01-19T12:49:58Z,Money
"Stop UK mobile and broadband firms ‘lining their pockets’, urge consumer experts ",2023-02-05T06:00:15Z,Money
How to save on your holiday car hire after booking,2023-08-20T12:00:48Z,Money
‘There are icicles on the taps’: living in a home without central heating,2023-01-05T12:49:44Z,Money
Tell us: how have you been affected by reduced UK property prices and rising mortgage rates?,2023-01-31T11:02:32Z,Money
Energy bills: British flat dwellers with communal heating could sue operators,2023-01-16T13:31:20Z,Money
Luton Dart: ‘the most expensive train in Britain’ opens for business,2023-03-03T15:13:09Z,Money
Rising bills and tax hikes to make UK families hundreds of pounds worse off,2023-03-31T05:00:13Z,Money
"Cost to Treasury of subsidising home energy bills falls by £5bn, experts say",2023-01-04T12:35:19Z,Money
Morrisons’ boss admits supermarket chains have hiked profits on petrol,2023-06-27T16:21:42Z,Money
Women’s private pensions worth 35% less than men’s in Great Britain,2023-06-05T14:48:51Z,Money
Child’s play: how to cut the cost of buying toys in the UK,2023-06-25T09:00:32Z,Money
Car parts shortage leaves drivers in limbo as makers ‘put sales first’,2023-07-24T08:00:05Z,Money
Mortgages: UK lenders continue to raise rates and pull deals,2023-06-05T09:00:28Z,Money
‘We live from month to month’: people in UK brace for April’s bill rises,2023-03-31T05:00:14Z,Money
What Jeremy Hunt’s U-turn on energy bills support means for you,2023-03-15T08:22:43Z,Money
UK forecourt owners accused of charging more for diesel than necessary,2023-04-21T05:00:06Z,Money
UK suppliers expect government U-turn on planned cut to energy bill support,2023-03-03T10:28:01Z,Money
Millions of UK mobile and broadband users face 14% bill rises from April,2023-01-19T12:17:21Z,Money
‘This is where people with staggering wealth end up’: who will buy Britain’s most expensive house?,2023-04-08T06:00:14Z,Money
