date,headline_count,avg_sentiment,std_sentiment
2014-05-15,3,0.0,0.2732
2014-05-16,2,0.0,0.0
2014-05-17,1,0.4019,0.0
2014-05-19,4,0.117025,0.25154419591793403
2014-05-20,1,0.3182,0.0
2014-05-21,1,0.2023,0.0
2014-05-23,2,-0.1591,0.2250013777735594
2014-05-24,2,0.23565,0.11674332957389898
2014-05-26,1,0.0,0.0
2014-05-29,1,-0.0516,0.0
2014-05-30,1,0.0,0.0
2014-05-31,1,0.0258,0.0
2014-06-01,2,-0.05135,0.07261986642785843
2014-06-03,2,0.0,0.0
2014-06-05,3,-0.12040000000000001,0.20853891723129284
2014-06-06,1,-0.2732,0.0
2014-06-07,1,0.0,0.0
2014-06-09,1,0.6369,0.0
2014-06-12,1,-0.3182,0.0
2014-06-17,1,0.0,0.0
2014-06-18,1,0.0,0.0
2014-06-20,1,-0.5994,0.0
2014-06-22,1,0.2584,0.0
2014-06-25,1,0.0258,0.0
2014-06-27,1,0.0,0.0
2014-06-28,1,0.7269,0.0
2014-06-29,1,0.5106,0.0
2014-06-30,1,0.0,0.0
2014-07-02,2,0.0,0.0
2014-07-03,1,0.0,0.0
2014-07-04,1,0.4432,0.0
2014-07-05,2,0.0,0.0
2014-07-09,2,0.0,0.38636314524032955
2014-07-10,2,0.2202,0.31140982643455556
2014-07-12,1,-0.4767,0.0
2014-07-13,1,0.0,0.0
2014-07-14,1,0.8126,0.0
2014-07-15,1,-0.1027,0.0
2014-07-16,1,-0.7184,0.0
2014-07-17,2,-0.05135,0.07261986642785843
2014-07-23,1,0.2057,0.0
2014-07-26,2,0.0,0.0
2014-07-28,1,-0.2023,0.0
2014-07-29,1,-0.5106,0.0
2014-07-31,2,0.1591,0.2250013777735594
2014-08-06,2,-0.20995,0.2969141374202313
2014-08-07,1,-0.5423,0.0
2014-08-08,1,-0.4019,0.0
2014-08-10,1,-0.7783,0.0
2014-08-12,1,0.2023,0.0
2014-08-16,2,0.18760000000000002,0.6354061535742316
2014-08-17,2,0.1462,0.20675802281894648
2014-08-18,1,-0.3818,0.0
2014-08-19,1,0.0258,0.0
2014-08-20,1,0.0,0.0
2014-08-21,1,0.0,0.0
2014-08-22,1,-0.5267,0.0
2014-08-26,2,0.2202,0.31140982643455556
2014-08-27,1,0.0,0.0
2014-08-29,2,0.0,0.0
2014-08-30,2,0.15165,0.2509521966431057
2014-08-31,1,0.4588,0.0
2014-09-08,1,0.0,0.0
2014-09-11,1,0.0,0.0
2014-09-15,1,0.0,0.0
2014-09-16,1,0.0,0.0
2014-09-17,1,-0.3612,0.0
2014-09-18,1,0.0,0.0
2014-09-23,1,0.2732,0.0
2014-09-24,1,-0.1531,0.0
2014-09-26,3,0.09106666666666667,0.15773209354260576
2014-09-30,1,0.1779,0.0
2014-10-05,2,-0.31245,0.4418710275634736
2014-10-07,1,-0.6486,0.0
2014-10-08,1,0.3818,0.0
2014-10-09,1,-0.2732,0.0
2014-10-12,1,-0.25,0.0
2014-10-14,2,0.21075,0.29804550827012977
2014-10-16,2,-0.1806,0.25540696936458096
2014-10-17,1,-0.3818,0.0
2014-10-20,1,0.0,0.0
2014-10-23,1,0.0,0.0
2014-10-25,1,0.0,0.0
2014-10-27,1,-0.296,0.0
2014-10-28,2,0.0,0.0
2014-10-30,3,0.12726666666666667,0.2204323327765991
2014-11-03,2,0.2202,0.31140982643455556
2014-11-06,3,-0.2612333333333333,0.22645781800002696
2014-11-10,2,-0.03785,0.05352798333582165
2014-11-20,1,0.85,0.0
2014-11-21,2,0.0,0.0
2014-11-22,1,0.7351,0.0
2014-11-25,1,0.0,0.0
2014-11-28,1,0.5719,0.0
2014-12-01,1,0.0,0.0
2014-12-03,2,-0.1289,0.7506645589076387
2014-12-04,2,0.0,0.0
2014-12-05,3,0.13396666666666665,0.2320370731873106
2014-12-10,1,-0.0772,0.0
2014-12-12,2,0.1909,0.2699733690570238
2014-12-13,1,0.0,0.0
2014-12-15,2,-0.10025,0.17826161953712863
2014-12-18,1,-0.25,0.0
2014-12-20,2,-0.07470000000000002,0.6164556918384322
2014-12-22,1,0.0,0.0
2014-12-26,1,0.5719,0.0
2014-12-27,1,0.0,0.0
2014-12-29,1,0.0,0.0
2015-01-03,1,0.6369,0.0
2015-01-06,2,0.26335,0.37243314165095454
2015-01-07,1,-0.0258,0.0
2015-01-08,2,0.3404,0.4813982966318015
2015-01-10,1,0.4215,0.0
2015-01-13,1,0.0,0.0
2015-01-14,1,0.3182,0.0
2015-01-15,2,-0.148,0.20930360723121805
2015-01-16,1,0.0,0.0
2015-01-19,2,0.31845,0.45035630893771217
2015-01-20,1,-0.1406,0.0
2015-01-22,1,0.0,0.0
2015-01-23,1,-0.2732,0.0
2015-01-24,1,-0.1531,0.0
2015-01-27,3,0.011066666666666669,0.5703846187734495
2015-01-29,1,0.1779,0.0
2015-02-02,2,0.0,0.0
2015-02-03,3,-0.1497,0.14802928764268236
2015-02-05,3,-0.07733333333333332,0.5786884942119839
2015-02-06,1,-0.2732,0.0
2015-02-09,1,-0.4939,0.0
2015-02-10,1,-0.296,0.0
2015-02-11,1,-0.0516,0.0
2015-02-16,2,-0.20095,0.28418621535887345
2015-02-22,1,0.3612,0.0
2015-02-24,2,0.28595,0.4043943681605865
2015-02-27,4,-0.0683,0.1366
2015-02-28,2,0.30555,0.46859966389232505
2015-03-02,1,0.0,0.0
2015-03-05,1,0.0,0.0
2015-03-09,2,0.5537,0.1342088670692067
2015-03-10,1,0.0,0.0
2015-03-13,1,0.4404,0.0
2015-03-16,2,0.10115,0.14304770183403856
2015-03-17,1,0.4588,0.0
2015-03-19,1,0.4215,0.0
2015-03-24,1,0.0,0.0
2015-03-26,1,-0.128,0.0
2015-03-27,1,0.3818,0.0
2015-03-28,2,-0.31245,0.4418710275634736
2015-03-30,1,0.0,0.0
2015-04-01,1,0.0,0.0
2015-04-09,2,0.4201,0.5941111175529372
2015-04-17,1,0.3818,0.0
2015-04-18,1,0.0,0.0
2015-04-19,1,0.0,0.0
2015-04-21,1,0.0516,0.0
2015-04-27,1,0.0,0.0
2015-04-29,1,0.0,0.0
2015-04-30,1,0.0,0.0
2015-05-02,2,0.24695,0.3492400392280358
2015-05-07,1,-0.2732,0.0
2015-05-08,1,0.0,0.0
2015-05-09,1,0.2263,0.0
2015-05-11,1,0.0,0.0
2015-05-15,1,0.0,0.0
2015-05-17,1,0.5859,0.0
2015-05-21,1,-0.1406,0.0
2015-05-26,1,0.0,0.0
2015-05-28,1,0.0,0.0
2015-05-29,1,0.5106,0.0
2015-05-31,1,0.0,0.0
2015-06-01,2,0.05429999999999999,0.4631549416771886
2015-06-02,2,-0.148,0.20930360723121805
2015-06-04,2,-0.11205000000000001,0.6084653852110241
2015-06-08,1,0.7184,0.0
2015-06-10,1,0.0,0.0
2015-06-11,2,0.0,0.0
2015-06-16,1,0.0,0.0
2015-06-20,1,0.5423,0.0
2015-06-21,1,-0.1027,0.0
2015-06-26,1,0.0,0.0
2015-06-28,1,0.0,0.0
2015-07-02,3,0.0,0.0
2015-07-04,1,0.6369,0.0
2015-07-06,1,0.0,0.0
2015-07-07,1,-0.7096,0.0
2015-07-08,1,-0.128,0.0
2015-07-12,1,0.34,0.0
2015-07-15,1,-0.2732,0.0
2015-07-18,1,0.0,0.0
2015-07-19,1,-0.296,0.0
2015-07-20,1,0.0772,0.0
2015-07-21,2,-0.158,0.4750343356011226
2015-07-22,1,0.0,0.0
2015-07-24,1,0.0,0.0
2015-07-27,1,-0.296,0.0
2015-07-28,1,0.0,0.0
2015-07-29,2,0.0,0.0
2015-08-01,3,0.20413333333333336,0.35356930485172683
2015-08-04,1,0.0,0.0
2015-08-05,1,0.0,0.0
2015-08-06,2,0.0,0.0
2015-08-10,1,0.34,0.0
2015-08-12,2,-0.1806,0.25540696936458096
2015-08-13,3,-0.09866666666666667,0.17089567968012923
2015-08-15,1,-0.2732,0.0
2015-08-16,1,-0.2023,0.0
2015-08-17,2,-0.7793,0.08612560594852142
2015-08-18,1,0.0,0.0
2015-08-20,1,-0.4767,0.0
2015-08-24,1,0.34,0.0
2015-08-27,2,0.41974999999999996,0.05366940469205899
2015-08-31,1,0.0,0.0
2015-09-07,1,0.0,0.0
2015-09-09,1,0.0,0.0
2015-09-10,1,0.0,0.0
2015-09-15,1,0.0,0.0
2015-09-16,1,0.5719,0.0
2015-09-21,1,0.0258,0.0
2015-09-22,1,0.0,0.0
2015-09-23,1,0.34,0.0
2015-09-28,2,0.17,0.2404163056034262
2015-09-30,1,0.0,0.0
2015-10-06,1,0.0,0.0
2015-10-11,2,0.0,0.0
2015-10-15,2,0.0,0.0
2015-10-17,1,0.1477,0.0
2015-10-18,1,0.0,0.0
2015-10-19,1,0.0,0.0
2015-10-24,2,-0.0129,0.018243354954612927
2015-10-25,1,-0.2023,0.0
2015-10-26,1,0.7096,0.0
2015-10-28,1,0.0,0.0
2015-10-29,3,0.0,0.0
2015-10-31,1,-0.34,0.0
2015-11-02,1,0.0,0.0
2015-11-05,2,-0.23835,0.33707780259162723
2015-11-07,1,0.0,0.0
2015-11-11,1,0.0,0.0
2015-11-14,1,0.3612,0.0
2015-11-16,1,0.0,0.0
2015-11-17,1,0.0,0.0
2015-11-20,1,0.5927,0.0
2015-11-26,1,-0.3612,0.0
2015-12-01,1,0.6608,0.0
2015-12-03,2,0.0,0.0
2015-12-05,1,0.4215,0.0
2015-12-07,1,-0.2732,0.0
2015-12-08,1,0.2732,0.0
2015-12-09,1,0.0,0.0
2015-12-10,1,0.3818,0.0
2015-12-11,1,0.0,0.0
2015-12-15,1,0.3818,0.0
2015-12-19,2,0.0,0.0
2015-12-21,1,0.0,0.0
2015-12-24,1,0.0,0.0
2015-12-26,1,0.3818,0.0
2015-12-27,1,0.0,0.0
2015-12-28,1,0.0,0.0
2015-12-31,1,0.0387,0.0
2016-01-02,1,0.126,0.0
2016-01-03,2,-0.1806,0.25540696936458096
2016-01-04,1,0.0,0.0
2016-01-07,1,0.0,0.0
2016-01-11,1,0.5574,0.0
2016-01-12,1,0.0,0.0
2016-01-13,1,0.0,0.0
2016-01-15,1,0.0,0.0
2016-01-16,2,0.28595,0.4043943681605865
2016-01-20,1,-0.296,0.0
2016-01-24,1,0.4404,0.0
2016-01-25,1,-0.7269,0.0
2016-01-27,1,-0.3182,0.0
2016-01-29,1,0.0,0.0
2016-02-01,1,0.25,0.0
2016-02-02,1,-0.2732,0.0
2016-02-04,1,-0.296,0.0
2016-02-05,1,0.0,0.0
2016-02-06,2,0.0,0.0
2016-02-08,1,-0.631,0.0
2016-02-12,1,0.0,0.0
2016-02-13,1,0.836,0.0
2016-02-17,2,0.10115,0.14304770183403856
2016-02-26,1,0.0,0.0
2016-02-29,1,-0.8271,0.0
2016-03-03,1,0.0,0.0
2016-03-10,1,0.5256,0.0
2016-03-14,1,-0.296,0.0
2016-03-18,1,0.0,0.0
2016-03-19,1,0.0,0.0
2016-03-21,1,0.0,0.0
2016-03-22,1,0.0,0.0
2016-03-24,1,0.5532,0.0
2016-03-25,1,-0.4019,0.0
2016-03-26,2,-0.03375,0.8360123473968551
2016-03-30,1,0.0,0.0
2016-03-31,1,-0.1027,0.0
2016-04-01,1,0.0,0.0
2016-04-03,1,-0.4588,0.0
2016-04-04,1,0.0258,0.0
2016-04-07,1,0.3182,0.0
2016-04-08,1,0.0,0.0
2016-04-11,1,0.0,0.0
2016-04-12,1,0.4019,0.0
2016-04-13,1,0.0,0.0
2016-04-14,1,0.128,0.0
2016-04-16,1,0.0,0.0
2016-04-21,1,0.0,0.0
2016-04-22,1,0.0,0.0
2016-04-25,1,0.0,0.0
2016-04-29,1,0.0,0.0
2016-04-30,1,-0.2023,0.0
2016-05-04,1,0.4576,0.0
2016-05-05,1,0.5994,0.0
2016-05-07,2,0.1366,0.19318157262016478
2016-05-09,3,0.27626666666666666,0.25786991552589716
2016-05-10,1,0.0,0.0
2016-05-11,1,0.0,0.0
2016-05-12,2,0.0,0.0
2016-05-14,1,-0.4404,0.0
2016-05-16,1,0.0,0.0
2016-05-17,1,0.3182,0.0
2016-05-18,1,0.0,0.0
2016-05-20,1,-0.6369,0.0
2016-05-23,1,-0.1531,0.0
2016-05-27,1,-0.6249,0.0
2016-06-01,1,0.3182,0.0
2016-06-02,1,0.765,0.0
2016-06-07,1,0.0,0.0
2016-06-10,1,0.0,0.0
2016-06-12,1,0.0,0.0
2016-06-14,2,0.0,0.0
2016-06-16,1,0.0,0.0
2016-06-19,1,0.0,0.0
2016-06-24,2,0.0,0.0
2016-06-25,1,0.4215,0.0
2016-06-27,1,0.4588,0.0
2016-06-29,1,-0.4215,0.0
2016-07-02,1,0.0,0.0
2016-07-07,1,0.0,0.0
2016-07-11,1,-0.4019,0.0
2016-07-15,1,0.0,0.0
2016-07-16,1,0.3182,0.0
2016-07-18,1,-0.2732,0.0
2016-07-19,1,0.0,0.0
2016-07-29,1,0.0,0.0
2016-08-03,1,0.3415,0.0
2016-08-04,1,0.2263,0.0
2016-08-06,1,0.0,0.0
2016-08-08,1,-0.3007,0.0
2016-08-10,1,0.0,0.0
2016-08-11,1,0.0772,0.0
2016-08-16,1,0.0,0.0
2016-08-18,1,0.3182,0.0
2016-08-19,1,0.0772,0.0
2016-08-20,1,0.765,0.0
2016-08-22,1,0.0,0.0
2016-09-05,2,-0.2873,0.18978746007046934
2016-09-06,1,0.6808,0.0
2016-09-07,1,0.0,0.0
2016-09-09,1,0.4363,0.0
2016-09-10,1,0.4939,0.0
2016-09-13,1,0.0,0.0
2016-09-14,2,-0.49305,0.1864640581988926
2016-09-18,1,0.0,0.0
2016-09-24,1,-0.296,0.0
2016-09-26,1,0.2263,0.0
2016-09-29,3,-0.1107,0.1917380243978747
2016-10-03,1,0.0,0.0
2016-10-07,1,0.0258,0.0
2016-10-14,1,0.0,0.0
2016-10-17,1,-0.2263,0.0
2016-10-19,1,-0.4019,0.0
2016-10-23,1,-0.4404,0.0
2016-11-02,1,0.3182,0.0
2016-11-03,1,-0.6249,0.0
2016-11-04,1,0.0,0.0
2016-11-19,2,-0.31245,0.4418710275634736
2016-11-23,1,0.0,0.0
2016-11-25,1,0.4767,0.0
2016-12-01,2,-0.31845,0.45035630893771217
2016-12-03,1,0.4215,0.0
2016-12-09,1,0.0,0.0
2016-12-12,2,0.0,0.0
2016-12-15,1,0.0,0.0
2016-12-16,1,0.0,0.0
2016-12-17,1,0.4804,0.0
2016-12-19,1,0.4754,0.0
2016-12-28,1,0.0,0.0
2016-12-31,2,0.06885000000000002,0.9061573400905607
2017-01-05,1,0.0,0.0
2017-01-13,1,0.0,0.0
2017-01-28,1,0.0,0.0
2017-02-02,1,-0.5719,0.0
2017-02-05,1,0.0,0.0
2017-02-09,1,0.0,0.0
2017-02-12,1,0.0,0.0
2017-02-17,1,-0.1027,0.0
2017-02-18,1,-0.5122,0.0
2017-02-20,1,0.0,0.0
2017-02-25,1,0.3182,0.0
2017-02-27,1,0.2732,0.0
2017-03-02,2,-0.1366,0.19318157262016478
2017-03-03,1,0.0,0.0
2017-03-06,1,0.0,0.0
2017-03-09,2,0.24695,0.3492400392280358
2017-03-12,1,0.2732,0.0
2017-03-17,1,0.0,0.0
2017-03-18,1,0.0,0.0
2017-03-31,2,0.1366,0.19318157262016478
2017-04-05,1,0.4019,0.0
2017-04-13,1,0.0,0.0
2017-04-15,2,0.11315,0.1600182645825157
2017-04-17,1,0.2732,0.0
2017-04-18,1,0.4588,0.0
2017-04-20,2,0.0,0.0
2017-04-23,1,-0.3612,0.0
2017-04-24,1,0.0,0.0
2017-04-25,1,0.1406,0.0
2017-04-28,1,0.0,0.0
2017-04-29,1,0.5719,0.0
2017-05-05,1,-0.2732,0.0
2017-05-08,2,0.26335,0.37243314165095454
2017-05-09,1,0.1526,0.0
2017-05-11,1,0.1027,0.0
2017-05-13,1,0.0,0.0
2017-05-14,1,0.4588,0.0
2017-05-22,1,0.0,0.0
2017-05-25,1,-0.7906,0.0
2017-05-27,2,-0.15415,0.5040964243078898
2017-05-29,1,0.0,0.0
2017-06-01,2,-0.36205,0.371726034869768
2017-06-10,2,0.0,0.0
2017-06-13,1,0.0,0.0
2017-06-15,1,0.0,0.0
2017-06-19,1,0.4567,0.0
2017-07-01,2,-0.31245,0.4418710275634736
2017-07-02,1,0.0,0.0
2017-07-03,1,-0.1779,0.0
2017-07-09,1,0.0,0.0
2017-07-12,1,0.0,0.0
2017-07-13,1,0.0,0.0
2017-07-15,1,0.0,0.0
2017-07-18,1,0.2755,0.0
2017-07-23,1,0.0,0.0
2017-07-24,1,0.296,0.0
2017-07-31,1,-0.4019,0.0
2017-08-01,2,0.12755,0.07120565286548533
2017-08-03,1,-0.34,0.0
2017-08-05,1,0.0,0.0
2017-08-08,1,0.4144,0.0
2017-08-12,1,0.5719,0.0
2017-08-17,1,0.3818,0.0
2017-08-21,1,0.0,0.0
2017-08-24,1,0.5267,0.0
2017-08-26,1,0.0772,0.0
2017-08-29,1,0.6428,0.0
2017-09-01,1,0.0,0.0
2017-09-12,2,0.02200000000000002,0.44971991283464424
2017-09-17,1,0.0,0.0
2017-09-21,1,-0.8934,0.0
2017-09-29,1,-0.0258,0.0
2017-10-01,1,0.4404,0.0
2017-10-04,2,0.28459999999999996,0.016122034611053254
2017-10-06,2,0.1366,0.19318157262016478
2017-10-10,1,-0.296,0.0
2017-10-11,1,0.0,0.0
2017-10-12,1,0.2732,0.0
2017-10-17,2,-0.29245,0.4135867563160116
2017-10-18,1,0.2584,0.0
2017-10-21,1,0.8074,0.0
2017-10-28,1,0.4588,0.0
2017-11-02,1,-0.0026,0.0
2017-11-06,1,0.0,0.0
2017-11-07,1,0.0,0.0
2017-11-10,1,0.0,0.0
2017-11-13,1,-0.2732,0.0
2017-11-18,2,0.24695,0.3492400392280358
2017-11-20,1,0.3818,0.0
2017-11-21,1,-0.4215,0.0
2017-11-22,1,-0.3612,0.0
2017-11-28,2,-0.6165499999999999,0.10500535700620224
2017-12-09,2,-0.35875,0.08874190103891169
2017-12-11,3,0.42729999999999996,0.37412493902438526
2017-12-21,1,-0.5187,0.0
2017-12-26,2,0.1651,0.30646007896624966
2018-01-01,2,0.11624999999999999,0.48443885579090373
2018-01-02,3,0.10606666666666666,0.18371285565613893
2018-01-03,1,-0.4588,0.0
2018-01-06,2,0.1072,0.1516036938863958
2018-01-08,2,-0.3399,0.2641750934512941
2018-01-15,1,0.0,0.0
2018-01-18,1,0.0,0.0
2018-01-20,1,0.0,0.0
2018-01-22,1,-0.4019,0.0
2018-02-01,1,-0.0516,0.0
2018-02-07,1,0.0,0.0
2018-02-26,2,0.2985,0.4951161681868205
2018-03-07,2,0.21075,0.29804550827012977
2018-03-10,1,0.1027,0.0
2018-04-01,1,0.0531,0.0
2018-04-03,1,0.0,0.0
2018-04-07,1,-0.2023,0.0
2018-04-09,1,0.3182,0.0
2018-04-16,1,0.0,0.0
2018-04-30,1,0.0,0.0
2018-05-10,1,0.0,0.0
2018-05-11,1,-0.4404,0.0
2018-05-12,1,0.0,0.0
2018-05-18,1,0.0,0.0
2018-05-21,1,0.0,0.0
2018-06-07,1,0.0,0.0
2018-06-11,1,0.0,0.0
2018-06-23,1,0.4215,0.0
2018-06-27,1,0.0,0.0
2018-06-28,2,-0.17435,0.42758747058350527
2018-07-16,1,-0.4767,0.0
2018-07-18,1,0.0,0.0
2018-08-04,1,0.4404,0.0
2018-08-05,1,-0.3182,0.0
2018-08-07,1,0.0,0.0
2018-08-11,1,0.0,0.0
2018-08-13,1,-0.1531,0.0
2018-08-18,1,0.0,0.0
2018-08-20,1,0.0,0.0
2018-08-22,1,0.5719,0.0
2018-09-03,3,0.20056666666666664,0.46143847188258297
2018-09-05,1,0.128,0.0
2018-09-07,1,0.0,0.0
2018-09-14,1,-0.4767,0.0
2018-09-15,1,-0.4767,0.0
2018-09-27,2,-0.05135,0.07261986642785843
2018-10-01,1,0.0,0.0
2018-10-02,1,-0.4215,0.0
2018-10-15,2,-0.23835,0.33707780259162723
2018-10-17,1,-0.3818,0.0
2018-10-21,1,0.0,0.0
2018-11-01,1,0.0,0.0
2018-11-06,1,0.2732,0.0
2018-11-19,1,0.0,0.0
2018-11-21,1,0.0,0.0
2018-11-24,1,-0.2732,0.0
2018-11-30,2,0.0,0.0
2018-12-06,1,0.3182,0.0
2018-12-07,1,0.8402,0.0
2018-12-10,1,0.4404,0.0
2018-12-17,1,0.0,0.0
2018-12-27,1,0.5267,0.0
2019-01-08,1,0.0,0.0
2019-01-10,1,0.2732,0.0
2019-01-14,2,0.21075,0.29804550827012977
2019-01-17,2,-0.1806,0.25540696936458096
2019-01-19,1,0.2023,0.0
2019-01-21,1,0.4939,0.0
2019-01-23,1,0.5859,0.0
2019-01-28,1,0.0,0.0
2019-01-30,1,0.0,0.0
2019-01-31,2,0.4537,0.10168195513462551
2019-02-07,1,0.0,0.0
2019-02-10,2,0.24735,0.45898301166818795
2019-02-11,1,0.0,0.0
2019-02-18,2,0.36755,0.519794194850231
2019-02-21,1,0.0,0.0
2019-02-28,1,-0.296,0.0
2019-03-07,1,0.2732,0.0
2019-03-16,1,0.0,0.0
2019-03-18,1,0.0,0.0
2019-03-22,1,-0.4019,0.0
2019-03-24,1,0.4019,0.0
2019-03-29,1,0.0,0.0
2019-03-31,1,0.2732,0.0
2019-04-08,2,0.20095,0.28418621535887345
2019-04-10,1,0.0,0.0
2019-04-11,1,-0.1531,0.0
2019-04-21,1,-0.4767,0.0
2019-05-01,1,0.4019,0.0
2019-05-30,1,0.2732,0.0
2019-06-07,1,0.2449,0.0
2019-06-08,1,0.0,0.0
2019-06-10,1,0.6597,0.0
2019-06-16,1,0.4215,0.0
2019-06-22,1,0.4019,0.0
2019-06-23,1,-0.296,0.0
2019-07-02,1,0.0,0.0
2019-07-17,1,0.0,0.0
2019-07-24,1,0.0,0.0
2019-08-04,1,-0.0258,0.0
2019-08-07,1,-0.128,0.0
2019-08-14,2,-0.20095,0.28418621535887345
2019-08-20,1,0.0,0.0
2019-08-30,1,0.0,0.0
2019-08-31,1,0.6369,0.0
2019-09-01,3,0.11090000000000001,0.3573963765904742
2019-09-06,1,0.2584,0.0
2019-09-15,1,0.0,0.0
2019-09-21,2,0.23775000000000002,0.0501338707861262
2019-09-30,1,0.6124,0.0
2019-10-14,2,0.28595,0.4043943681605865
2019-10-19,1,-0.2263,0.0
2019-10-22,1,-0.3818,0.0
2019-10-27,1,0.0,0.0
2019-11-09,1,0.0,0.0
2019-11-11,2,0.14075,0.1990505589040131
2019-11-15,1,0.5106,0.0
2019-11-23,1,0.2944,0.0
2019-11-28,1,0.5627,0.0
2019-12-01,1,-0.5106,0.0
2019-12-06,1,0.2584,0.0
2019-12-16,1,0.0,0.0
2019-12-17,1,0.0,0.0
2019-12-19,1,0.128,0.0
2019-12-28,2,0.0,0.0
2019-12-30,1,0.3353,0.0
2020-01-01,1,0.0,0.0
2020-01-03,2,0.2883,0.04228498551495551
2020-01-09,1,0.0,0.0
2020-01-11,2,0.31845,0.45035630893771217
2020-01-29,2,0.13954999999999998,0.34259323548488224
2020-02-01,1,0.0,0.0
2020-02-07,2,-0.07144999999999999,0.3175616554308785
2020-02-11,1,-0.2263,0.0
2020-02-17,2,0.0,0.0
2020-02-19,1,0.0,0.0
2020-02-24,2,-0.148,0.20930360723121805
2020-02-28,2,0.0,0.0
2020-03-03,1,-0.4939,0.0
2020-03-07,1,0.0,0.0
2020-03-09,1,-0.7003,0.0
2020-04-04,1,0.0,0.0
2020-04-07,1,-0.296,0.0
2020-04-12,1,0.0,0.0
2020-04-21,1,0.0,0.0
2020-04-30,1,-0.6369,0.0
2020-05-04,1,0.2732,0.0
2020-05-11,1,-0.2732,0.0
2020-05-22,1,-0.5267,0.0
2020-06-01,1,-0.2732,0.0
2020-06-05,1,0.0,0.0
2020-06-19,1,0.3274,0.0
2020-06-29,1,-0.1027,0.0
2020-07-07,1,0.0,0.0
2020-07-12,1,-0.1027,0.0
2020-07-28,1,0.4939,0.0
2020-07-31,1,-0.1027,0.0
2020-08-13,1,-0.6597,0.0
2020-08-15,1,0.0,0.0
2020-09-02,1,0.25,0.0
2020-09-04,1,-0.2263,0.0
2020-09-05,2,-0.10115,0.14304770183403856
2020-09-07,1,-0.1027,0.0
2020-09-11,1,0.296,0.0
2020-09-30,1,0.0,0.0
2020-10-02,1,-0.3182,0.0
2020-10-09,1,0.2732,0.0
2020-10-10,2,0.0,0.0
2020-10-18,1,0.0,0.0
2020-10-24,1,0.0,0.0
2020-10-30,1,-0.7096,0.0
2020-10-31,1,0.0,0.0
2020-11-02,1,0.0,0.0
2020-11-08,1,0.0,0.0
2020-11-15,1,0.0,0.0
2020-11-20,1,0.5859,0.0
2020-11-21,1,-0.1511,0.0
2020-12-01,1,0.3612,0.0
2020-12-07,1,0.743,0.0
2020-12-14,1,0.0,0.0
2020-12-19,3,-0.28373333333333334,0.31638417048476575
2020-12-29,1,0.3818,0.0
2021-01-08,2,0.2673,0.37801928522232825
2021-01-20,3,0.1998,0.3460637513522617
2021-01-21,1,0.2732,0.0
2021-01-24,1,0.0,0.0
2021-01-26,1,0.0,0.0
2021-01-28,1,0.4019,0.0
2021-02-02,1,0.4019,0.0
2021-02-05,3,0.05566666666666664,0.6425848608030953
2021-02-17,1,0.4019,0.0
2021-02-20,1,0.3182,0.0
2021-02-22,1,0.34,0.0
2021-03-01,1,0.0,0.0
