Date,Open,High,Low,Close*,Adj Close**,Volume
"Jul 9, 2024","2,363.10","2,363.70","2,360.10","2,360.10","2,360.10",9
"Jul 8, 2024","2,381.70","2,383.80","2,352.80","2,355.20","2,355.20",64
"Jul 5, 2024","2,354.90","2,388.50","2,354.90","2,388.50","2,388.50",72
"Jul 3, 2024","2,330.90","2,361.60","2,330.90","2,359.80","2,359.80",59
"Jul 2, 2024","2,330.70","2,334.60","2,323.00","2,323.00","2,323.00",30
"Jul 1, 2024","2,323.80","2,329.70","2,321.70","2,327.60","2,327.60",237
"Jun 28, 2024","2,325.40","2,338.30","2,319.00","2,327.70","2,327.70",92
"Jun 27, 2024","2,296.80","2,329.00","2,295.00","2,324.50","2,324.50","1,532"
"Jun 26, 2024","2,307.90","2,314.40","2,298.00","2,299.20","2,299.20",986
"Jun 25, 2024","2,324.40","2,333.00","2,316.60","2,316.60","2,316.60",105
"Jun 24, 2024","2,323.30","2,332.90","2,322.70","2,330.00","2,330.00",99
"Jun 21, 2024","2,331.20","2,331.20","2,316.40","2,316.40","2,316.40",76
"Jun 20, 2024","2,328.90","2,354.00","2,328.30","2,353.80","2,353.80",183
"Jun 18, 2024","2,311.80","2,330.40","2,311.80","2,330.40","2,330.40",43
"Jun 17, 2024","2,320.20","2,320.20","2,309.60","2,312.40","2,312.40",110
"Jun 14, 2024","2,307.00","2,331.40","2,305.80","2,331.40","2,331.40",948
"Jun 13, 2024","2,309.40","2,317.70","2,296.20","2,300.20","2,300.20",298
"Jun 12, 2024","2,314.90","2,338.70","2,310.30","2,336.00","2,336.00",132
"Jun 11, 2024","2,300.00","2,314.10","2,300.00","2,307.50","2,307.50",871
"Jun 10, 2024","2,290.60","2,309.30","2,290.50","2,307.70","2,307.70",69
"Jun 7, 2024","2,379.90","2,385.10","2,285.40","2,305.20","2,305.20",269
"Jun 6, 2024","2,355.00","2,375.80","2,355.00","2,370.30","2,370.30",179
"Jun 5, 2024","2,326.40","2,354.30","2,326.20","2,354.10","2,354.10",295
"Jun 4, 2024","2,347.50","2,347.70","2,313.90","2,325.50","2,325.50",890
"Jun 3, 2024","2,322.60","2,347.50","2,312.00","2,346.60","2,346.60",781
"May 31, 2024","2,344.10","2,354.00","2,319.00","2,322.90","2,322.90",941
"May 30, 2024","2,336.90","2,349.50","2,320.80","2,342.90","2,342.90","32,587"
"May 29, 2024","2,340.30","2,340.30","2,340.30","2,340.30","2,340.30","119,317"
"May 28, 2024","2,336.90","2,359.70","2,336.90","2,355.20","2,355.20",26
"May 24, 2024","2,342.60","2,345.40","2,332.50","2,332.50","2,332.50",25
"May 23, 2024","2,371.20","2,371.20","2,335.00","2,335.00","2,335.00",365
"May 22, 2024","2,417.50","2,417.60","2,375.80","2,389.20","2,389.20",180
"May 21, 2024","2,429.50","2,429.50","2,421.00","2,421.70","2,421.70",6
"May 20, 2024","2,415.80","2,435.80","2,409.70","2,433.90","2,433.90",40
"May 17, 2024","2,380.70","2,415.80","2,380.70","2,412.20","2,412.20",213
"May 16, 2024","2,389.50","2,392.20","2,380.00","2,380.00","2,380.00",7
"May 15, 2024","2,361.60","2,388.70","2,356.00","2,388.70","2,388.70",29
"May 14, 2024","2,336.00","2,358.00","2,336.00","2,353.40","2,353.40",6
"May 13, 2024","2,358.30","2,358.30","2,336.10","2,336.10","2,336.10",14
"May 10, 2024","2,367.30","2,367.30","2,367.30","2,367.30","2,367.30",126
"May 9, 2024","2,310.70","2,339.50","2,310.70","2,332.10","2,332.10",5
"May 8, 2024","2,313.60","2,313.60","2,313.60","2,313.60","2,313.60",4
"May 7, 2024","2,324.30","2,324.30","2,315.20","2,315.20","2,315.20",25
"May 6, 2024","2,322.80","2,325.50","2,314.20","2,321.60","2,321.60",9
"May 3, 2024","2,300.00","2,301.00","2,277.60","2,299.00","2,299.00",194
"May 2, 2024","2,321.70","2,324.70","2,292.30","2,299.20","2,299.20",56
"May 1, 2024","2,287.70","2,327.30","2,283.80","2,299.90","2,299.90",42
"Apr 30, 2024","2,322.50","2,322.50","2,291.40","2,291.40","2,291.40",113
"Apr 29, 2024","2,334.80","2,345.50","2,327.90","2,345.40","2,345.40",405
"Apr 26, 2024","2,347.90","2,347.90","2,332.80","2,334.80","2,334.80",717
"Apr 25, 2024","2,315.00","2,329.80","2,305.00","2,329.80","2,329.80","1,024"
"Apr 24, 2024","2,321.30","2,328.70","2,314.60","2,324.50","2,324.50",95
"Apr 23, 2024","2,327.70","2,330.80","2,294.20","2,327.70","2,327.70",171
"Apr 22, 2024","2,383.30","2,383.30","2,326.90","2,332.20","2,332.20",53
"Apr 19, 2024","2,379.30","2,399.80","2,377.30","2,398.40","2,398.40",160
"Apr 18, 2024","2,368.40","2,384.40","2,368.40","2,382.30","2,382.30",128
"Apr 17, 2024","2,384.20","2,391.40","2,369.30","2,371.70","2,371.70",37
"Apr 16, 2024","2,384.00","2,390.80","2,371.40","2,390.80","2,390.80",41
"Apr 15, 2024","2,362.10","2,384.70","2,326.00","2,365.80","2,365.80","1,801"
"Apr 12, 2024","2,377.30","2,429.00","2,334.30","2,356.20","2,356.20",584
"Apr 11, 2024","2,341.50","2,376.30","2,330.60","2,354.80","2,354.80",283
"Apr 10, 2024","2,346.60","2,358.10","2,327.70","2,329.60","2,329.60",377
"Apr 9, 2024","2,337.80","2,364.70","2,337.80","2,343.50","2,343.50",211
"Apr 8, 2024","2,325.60","2,341.80","2,319.00","2,331.70","2,331.70",202
"Apr 5, 2024","2,289.20","2,328.40","2,267.40","2,325.70","2,325.70",344
"Apr 4, 2024","2,301.70","2,302.90","2,280.00","2,288.80","2,288.80",251
"Apr 3, 2024","2,281.70","2,298.80","2,267.90","2,294.40","2,294.40",285
"Apr 2, 2024","2,252.00","2,279.20","2,247.60","2,261.00","2,261.00",435
"Apr 1, 2024","2,235.70","2,264.20","2,230.00","2,236.50","2,236.50",400
"Mar 28, 2024","2,193.60","2,234.10","2,187.10","2,217.40","2,217.40","2,040"
"Mar 27, 2024","2,179.40","2,196.20","2,172.10","2,190.60","2,190.60","31,200"
"Mar 26, 2024","2,182.70","2,182.70","2,175.60","2,175.60","2,175.60","202,373"
"Mar 25, 2024","2,166.20","2,179.40","2,166.20","2,174.80","2,174.80",79
"Mar 22, 2024","2,179.20","2,179.60","2,157.50","2,158.10","2,158.10",19
"Mar 21, 2024","2,207.00","2,211.60","2,182.40","2,182.40","2,182.40",63
"Mar 20, 2024","2,157.30","2,185.90","2,150.90","2,157.90","2,157.90",17
"Mar 19, 2024","2,156.10","2,156.30","2,156.10","2,156.30","2,156.30",12
"Mar 18, 2024","2,146.20","2,160.70","2,146.20","2,160.70","2,160.70",21
"Mar 15, 2024","2,161.70","2,161.70","2,157.30","2,157.30","2,157.30",100
"Mar 14, 2024","2,163.00","2,163.00","2,162.30","2,163.00","2,163.00",515
"Mar 13, 2024","2,162.50","2,175.40","2,162.50","2,175.40","2,175.40",20
"Mar 12, 2024","2,182.50","2,182.70","2,160.40","2,160.40","2,160.40",550
"Mar 11, 2024","2,181.00","2,184.00","2,177.20","2,182.50","2,182.50",738
"Mar 8, 2024","2,167.30","2,194.90","2,166.30","2,178.60","2,178.60",259
"Mar 7, 2024","2,147.00","2,163.00","2,147.00","2,158.00","2,158.00",152
"Mar 6, 2024","2,125.50","2,150.30","2,125.50","2,150.30","2,150.30",443
"Mar 5, 2024","2,114.90","2,133.50","2,111.40","2,133.50","2,133.50","1,287"
"Mar 4, 2024","2,083.60","2,119.80","2,080.70","2,117.70","2,117.70",805
"Mar 1, 2024","2,043.10","2,086.90","2,041.80","2,086.90","2,086.90","1,210"
"Feb 29, 2024","2,034.30","2,049.80","2,034.30","2,045.70","2,045.70",706
"Feb 28, 2024","2,029.50","2,037.00","2,024.80","2,033.00","2,033.00",581
"Feb 27, 2024","2,035.90","2,035.90","2,034.00","2,034.00","2,034.00",964
"Feb 26, 2024","2,034.10","2,035.40","2,024.80","2,028.50","2,028.50",143
"Feb 23, 2024","2,026.00","2,038.60","2,014.90","2,038.60","2,038.60",22
"Feb 22, 2024","2,033.20","2,033.20","2,019.70","2,019.70","2,019.70",964
"Feb 21, 2024","2,028.20","2,028.20","2,022.30","2,022.30","2,022.30",15
"Feb 20, 2024","2,015.60","2,029.00","2,015.60","2,027.50","2,027.50","1,326"
"Feb 16, 2024","2,005.00","2,011.50","1,996.50","2,011.50","2,011.50",32
"Feb 15, 2024","1,993.60","2,007.20","1,993.60","2,002.10","2,002.10",286
"Feb 14, 2024","1,990.30","1,993.50","1,984.80","1,990.30","1,990.30","1,916"
"Feb 13, 2024","2,025.10","2,025.80","1,990.00","1,992.90","1,992.90",198
"Feb 12, 2024","2,025.50","2,025.50","2,011.60","2,018.20","2,018.20",317
"Feb 9, 2024","2,032.00","2,032.00","2,020.00","2,023.30","2,023.30",62
"Feb 8, 2024","2,028.00","2,036.70","2,020.30","2,032.20","2,032.20",341
"Feb 7, 2024","2,032.80","2,039.50","2,032.70","2,035.20","2,035.20",71
"Feb 6, 2024","2,025.90","2,037.30","2,025.90","2,034.50","2,034.50",249
"Feb 5, 2024","2,038.90","2,040.80","2,013.80","2,025.70","2,025.70",412
"Feb 2, 2024","2,054.80","2,055.90","2,027.70","2,036.10","2,036.10",888
"Feb 1, 2024","2,040.20","2,064.50","2,029.00","2,053.00","2,053.00",947
"Jan 31, 2024","2,035.40","2,055.00","2,030.00","2,048.40","2,048.40","2,007"
"Jan 30, 2024","2,032.50","2,048.50","2,028.10","2,031.50","2,031.50","26,907"
"Jan 29, 2024","2,025.20","2,025.20","2,025.20","2,025.20","2,025.20","150,708"
"Jan 26, 2024","2,021.70","2,022.40","2,016.80","2,016.80","2,016.80",49
"Jan 25, 2024","2,012.10","2,022.40","2,012.10","2,016.90","2,016.90",548
"Jan 24, 2024","2,023.20","2,033.20","2,013.90","2,013.90","2,013.90",253
"Jan 23, 2024","2,030.30","2,030.30","2,022.50","2,023.70","2,023.70",15
"Jan 22, 2024","2,021.30","2,021.30","2,019.80","2,019.80","2,019.80",12
"Jan 19, 2024","2,023.20","2,036.00","2,019.50","2,026.50","2,026.50",50
"Jan 18, 2024","2,012.80","2,018.60","2,009.50","2,018.60","2,018.60","1,474"
"Jan 17, 2024","2,026.50","2,026.50","2,002.60","2,002.60","2,002.60",764
"Jan 16, 2024","2,051.70","2,054.80","2,026.00","2,026.00","2,026.00",46
"Jan 12, 2024","2,031.10","2,057.00","2,031.10","2,046.70","2,046.70",390
"Jan 11, 2024","2,025.10","2,025.10","2,014.30","2,014.30","2,014.30",97
"Jan 10, 2024","2,029.00","2,035.60","2,021.70","2,021.70","2,021.70",538
"Jan 9, 2024","2,035.80","2,035.80","2,026.40","2,026.40","2,026.40",27
"Jan 8, 2024","2,019.10","2,033.70","2,019.10","2,026.60","2,026.60",10
"Jan 5, 2024","2,044.50","2,048.10","2,042.40","2,042.40","2,042.40",12
"Jan 4, 2024","2,041.60","2,044.50","2,038.00","2,042.30","2,042.30",88
"Jan 3, 2024","2,034.20","2,044.00","2,034.20","2,034.20","2,034.20",54
"Jan 2, 2024","2,063.50","2,073.70","2,057.10","2,064.40","2,064.40",61
"Dec 29, 2023","2,068.00","2,068.90","2,062.10","2,062.40","2,062.40",47
"Dec 28, 2023","2,081.60","2,087.30","2,066.50","2,073.90","2,073.90",338
"Dec 27, 2023","2,067.30","2,081.90","2,064.80","2,081.90","2,081.90",586
"Dec 26, 2023","2,060.00","2,060.80","2,054.20","2,058.20","2,058.20",64
"Dec 22, 2023","2,055.70","2,068.70","2,052.20","2,057.10","2,057.10",202
"Dec 21, 2023","2,035.80","2,044.50","2,033.00","2,039.10","2,039.10",228
"Dec 20, 2023","2,037.10","2,037.10","2,030.30","2,034.50","2,034.50",258
"Dec 19, 2023","2,025.20","2,042.70","2,025.20","2,038.40","2,038.40",498
"Dec 18, 2023","2,024.30","2,032.80","2,024.00","2,026.30","2,026.30",100
"Dec 15, 2023","2,032.60","2,043.40","2,018.30","2,021.10","2,021.10",261
"Dec 14, 2023","2,024.70","2,040.10","2,024.30","2,030.20","2,030.20",236
"Dec 13, 2023","1,978.50","2,024.80","1,975.00","1,982.30","1,982.30","2,252"
"Dec 12, 2023","1,984.20","1,994.20","1,977.80","1,977.80","1,977.80",95
"Dec 11, 2023","2,004.10","2,004.20","1,977.20","1,978.00","1,978.00",651
"Dec 8, 2023","2,031.70","2,033.10","1,995.00","1,998.30","1,998.30",449
"Dec 7, 2023","2,029.20","2,034.90","2,024.00","2,029.90","2,029.90",67
"Dec 6, 2023","2,019.90","2,035.80","2,019.00","2,030.50","2,030.50",417
"Dec 5, 2023","2,035.10","2,037.00","2,010.20","2,018.50","2,018.50",289
"Dec 4, 2023","2,075.30","2,130.20","2,021.00","2,024.10","2,024.10","1,071"
"Dec 1, 2023","2,038.30","2,073.20","2,036.00","2,071.00","2,071.00",614
"Nov 30, 2023","2,046.10","2,047.10","2,033.10","2,038.10","2,038.10","2,506"
"Nov 29, 2023","2,041.70","2,052.10","2,036.00","2,047.10","2,047.10","15,290"
"Nov 28, 2023","2,040.60","2,042.70","2,039.70","2,039.70","2,039.70","174,665"
"Nov 27, 2023","2,011.70","2,011.80","2,011.70","2,011.80","2,011.80",228
"Nov 24, 2023","1,991.90","2,002.20","1,991.50","2,002.20","2,002.20",63
"Nov 22, 2023","1,999.10","1,999.40","1,991.00","1,991.40","1,991.40","6,075"
"Nov 21, 2023","1,990.70","2,005.50","1,988.50","1,999.30","1,999.30",16
"Nov 20, 2023","1,978.70","1,979.40","1,969.70","1,977.70","1,977.70",182
"Nov 17, 2023","1,982.50","1,984.00","1,979.80","1,981.60","1,981.60",32
"Nov 16, 2023","1,965.30","1,983.90","1,964.60","1,983.90","1,983.90",39
"Nov 15, 2023","1,962.80","1,962.80","1,960.00","1,960.10","1,960.10",6
"Nov 14, 2023","1,965.80","1,965.80","1,961.80","1,961.80","1,961.80",2
"Nov 13, 2023","1,939.90","1,947.20","1,934.00","1,945.50","1,945.50",191
"Nov 10, 2023","1,959.60","1,959.60","1,932.60","1,932.60","1,932.60",375
"Nov 9, 2023","1,951.70","1,964.20","1,945.30","1,964.20","1,964.20",10
"Nov 8, 2023","1,967.80","1,967.80","1,947.70","1,951.50","1,951.50",43
"Nov 7, 2023","1,966.50","1,966.80","1,960.70","1,966.80","1,966.80",20
"Nov 6, 2023","1,981.60","1,981.60","1,977.40","1,981.60","1,981.60",130
"Nov 3, 2023","1,989.00","1,991.50","1,989.00","1,991.50","1,991.50",12
"Nov 2, 2023","1,989.10","1,990.30","1,979.50","1,985.60","1,985.60",39
"Nov 1, 2023","1,990.50","1,990.50","1,977.80","1,978.80","1,978.80",41
"Oct 31, 2023","1,996.50","2,001.00","1,983.70","1,985.20","1,985.20",84
"Oct 30, 2023","2,004.10","2,004.10","1,992.50","1,996.20","1,996.20",157
"Oct 27, 2023","1,988.60","1,988.60","1,988.60","1,988.60","1,988.60",372
"Oct 26, 2023","1,988.20","1,988.20","1,980.40","1,987.20","1,987.20",521
"Oct 25, 2023","1,971.20","1,985.30","1,971.20","1,984.10","1,984.10",97
"Oct 24, 2023","1,970.30","1,975.00","1,970.30","1,975.00","1,975.00",10
"Oct 23, 2023","1,976.20","1,978.90","1,972.90","1,976.30","1,976.30",127
"Oct 20, 2023","1,981.10","1,988.60","1,980.40","1,982.50","1,982.50",557
"Oct 19, 2023","1,950.10","1,977.70","1,945.70","1,968.40","1,968.40","1,945"
"Oct 18, 2023","1,935.00","1,957.90","1,935.00","1,955.30","1,955.30",67
"Oct 17, 2023","1,914.30","1,925.80","1,914.30","1,922.70","1,922.70",103
"Oct 16, 2023","1,910.40","1,921.10","1,910.30","1,921.10","1,921.10",53
"Oct 13, 2023","1,877.50","1,930.10","1,877.50","1,927.40","1,927.40",43
"Oct 12, 2023","1,874.70","1,881.20","1,867.00","1,869.30","1,869.30",46
"Oct 11, 2023","1,869.50","1,874.60","1,869.10","1,872.80","1,872.80",65
"Oct 10, 2023","1,857.00","1,861.40","1,852.80","1,861.00","1,861.00",236
"Oct 9, 2023","1,842.50","1,861.50","1,842.50","1,849.50","1,849.50",232
"Oct 6, 2023","1,819.00","1,831.80","1,809.40","1,830.20","1,830.20",390
"Oct 5, 2023","1,826.30","1,826.30","1,815.60","1,816.60","1,816.60",393
"Oct 4, 2023","1,821.80","1,828.20","1,816.40","1,818.50","1,818.50",357
"Oct 3, 2023","1,825.00","1,830.90","1,816.80","1,824.60","1,824.60",310
"Oct 2, 2023","1,844.10","1,845.90","1,826.70","1,830.00","1,830.00","2,309"
"Sep 29, 2023","1,864.30","1,872.30","1,846.00","1,848.10","1,848.10","1,605"
"Sep 28, 2023","1,875.50","1,878.20","1,856.70","1,860.40","1,860.40","4,654"
"Sep 27, 2023","1,871.60","1,871.60","1,871.60","1,871.60","1,871.60","12,251"
"Sep 26, 2023","1,905.00","1,905.10","1,900.40","1,900.40","1,900.40",161
"Sep 25, 2023","1,916.60","1,916.60","1,916.60","1,916.60","1,916.60",114
"Sep 22, 2023","1,925.40","1,925.40","1,925.40","1,925.40","1,925.40",1
"Sep 21, 2023","1,924.00","1,924.00","1,919.20","1,919.20","1,919.20",9
"Sep 20, 2023","1,945.60","1,945.60","1,929.20","1,945.60","1,945.60",119
